Time,Indoor Temperature(℃),Indoor Humidity(%),Outdoor Temperature(℃),Outdoor Humidity(%),Dew Point(℃),Feels Like(℃),Wind(m/s),Gust(m/s),Wind Direction(°),ABS Pressure(hpa),REL Pressure(hpa),Solar Rad.(w/m2),UVI,Hourly Rain(mm),Event Rain(mm),Daily Rain(mm),Weekly Rain(mm),Monthly Rain(mm),Yearly Rain(mm)
2023/9/16 17:40,36.3,60,30.1,82,26.7,38.6,0.0,0.5,51,1008.8,1008.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 17:45,35.7,63,30.1,82,26.7,38.6,0.0,0.5,103,1008.8,1008.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 17:50,34.6,65,30.1,82,26.7,38.6,0.0,0.0,92,1008.9,1008.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 17:55,31.6,72,30.1,81,26.5,38.3,0.0,0.5,82,1009.2,1009.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 18:00,31.3,73,30.1,81,26.5,38.3,0.0,0.0,216,1008.9,1008.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 18:05,31.3,72,30.1,80,26.3,38.0,0.0,0.0,130,1008.6,1008.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 18:10,31.4,71,30.1,80,26.3,38.0,0.0,0.0,116,1008.7,1008.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 18:15,31.3,71,30.0,79,26.0,37.4,0.0,0.5,130,1008.7,1008.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 18:20,31.1,72,30.0,79,26.0,37.4,0.0,0.0,145,1008.8,1008.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 18:25,31.2,72,29.9,79,25.9,37.1,0.0,0.0,159,1009.0,1009.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 18:30,31.3,70,29.8,79,25.8,36.7,0.0,0.5,119,1008.7,1008.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 18:35,31.2,71,29.7,79,25.7,36.6,0.0,0.5,243,1008.9,1008.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 18:40,31.2,70,29.7,79,25.7,36.6,0.0,0.0,119,1008.9,1008.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 18:45,31.3,69,29.6,79,25.6,36.2,0.0,0.0,116,1008.9,1008.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 18:50,31.4,68,29.5,79,25.5,35.9,0.0,0.5,128,1009.0,1009.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 18:55,31.5,69,29.4,79,25.5,35.6,0.0,0.0,116,1009.1,1009.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 19:00,31.7,68,29.4,79,25.4,35.6,0.0,0.0,217,1009.1,1009.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 19:05,31.6,69,29.3,79,25.3,35.3,0.0,0.0,140,1008.4,1008.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 19:10,31.6,69,29.2,79,25.2,35.1,0.0,0.0,135,1008.8,1008.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 19:15,31.9,68,29.2,79,25.2,35.1,0.0,0.0,235,1009.0,1009.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 19:20,31.8,67,29.1,79,25.1,34.8,0.0,0.0,321,1008.8,1008.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 19:25,31.5,67,29.1,79,25.1,34.8,0.0,0.0,154,1009.1,1009.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 19:30,31.4,69,29.0,79,25.0,34.5,0.0,0.0,157,1009.2,1009.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 19:35,31.5,67,29.0,79,25.0,34.5,0.0,0.0,269,1009.2,1009.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 19:40,31.5,68,29.0,79,25.0,34.5,0.0,0.0,224,1009.3,1009.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 19:45,31.4,69,28.9,80,25.1,34.4,0.0,0.0,293,1009.3,1009.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 19:50,31.3,70,28.9,80,25.1,34.4,0.0,0.0,53,1009.6,1009.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 19:55,31.4,70,28.9,80,25.1,34.4,0.0,0.0,325,1009.6,1009.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 20:00,31.3,70,28.8,80,25.0,34.1,0.0,0.0,231,1010.0,1010.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 20:05,31.3,71,28.8,80,25.0,34.1,0.0,0.0,44,1010.1,1010.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 20:10,30.4,76,28.8,80,25.0,34.1,0.0,0.0,239,1010.5,1010.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 20:15,29.3,78,28.7,80,24.9,33.9,0.0,0.0,309,1010.6,1010.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 20:20,29.0,80,28.7,79,24.7,33.8,0.0,0.0,205,1010.4,1010.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 20:25,28.9,80,28.6,79,24.6,33.4,0.0,0.0,129,1010.7,1010.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 20:30,29.0,79,28.6,79,24.6,33.4,0.0,0.0,306,1010.7,1010.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 20:35,29.6,77,28.5,79,24.5,33.2,0.0,0.0,89,1010.5,1010.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 20:40,30.0,76,28.5,78,24.3,33.0,0.0,0.0,217,1010.5,1010.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 20:45,30.3,74,28.4,79,24.5,32.9,0.0,0.0,321,1010.5,1010.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 20:50,30.6,74,28.3,79,24.4,32.6,0.0,0.0,131,1010.5,1010.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 20:55,30.7,73,28.3,79,24.4,32.6,0.0,0.5,259,1010.5,1010.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 21:00,30.5,73,28.2,79,24.3,32.5,0.0,0.0,217,1010.6,1010.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 21:05,30.0,74,28.2,79,24.3,32.5,0.0,0.5,189,1010.8,1010.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 21:10,30.1,75,28.1,84,25.2,33.1,0.0,0.0,269,1010.9,1010.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 21:15,27.9,82,27.8,89,25.4,32.9,0.0,0.6,234,1010.8,1010.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 21:20,27.3,84,27.8,86,25.3,32.4,0.0,0.5,212,1010.6,1010.6,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 21:25,27.3,85,27.6,85,24.9,31.8,0.0,0.5,269,1010.8,1010.8,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 21:30,27.3,84,27.5,86,25.0,31.6,0.0,0.6,155,1010.8,1010.8,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 21:35,27.0,86,27.3,89,25.0,31.4,0.0,0.6,269,1010.8,1010.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 21:40,27.0,85,27.2,87,24.9,31.0,0.7,0.7,181,1011.0,1011.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 21:45,27.2,85,27.2,88,25.0,31.1,0.5,0.6,248,1011.0,1011.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 21:50,27.0,85,27.2,86,24.7,30.9,0.0,0.6,267,1011.2,1011.2,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 21:55,26.9,86,27.1,87,24.8,30.7,0.0,0.0,176,1011.2,1011.2,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 22:00,27.0,86,27.1,87,24.8,30.7,0.0,0.6,200,1011.4,1011.4,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 22:05,27.0,85,27.2,87,24.9,31.0,0.0,0.5,205,1011.3,1011.3,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 22:10,27.1,85,27.2,88,25.0,31.1,0.0,0.5,225,1011.5,1011.5,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 22:15,27.3,85,27.2,88,25.0,31.1,0.0,0.5,235,1011.7,1011.7,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 22:20,27.4,85,27.3,88,25.1,31.3,0.0,0.6,325,1011.6,1011.6,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 22:25,27.4,85,27.3,87,25.1,31.2,0.5,1.0,254,1011.7,1011.7,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 22:30,27.4,86,27.4,89,25.4,31.7,0.5,0.7,263,1011.7,1011.7,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 22:35,27.5,85,27.4,87,25.2,31.4,0.0,0.5,324,1011.7,1011.7,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 22:40,27.5,84,27.4,86,24.9,31.3,0.0,0.0,269,1011.8,1011.8,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 22:45,27.6,85,27.5,88,25.2,31.9,0.0,0.6,279,1012.0,1012.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 22:50,27.6,85,27.5,87,25.2,31.8,0.5,0.6,292,1012.2,1012.2,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 22:55,27.5,85,27.5,87,25.2,31.8,0.0,0.0,315,1012.2,1012.2,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 23:00,27.5,85,27.5,87,25.3,31.8,0.0,0.5,297,1012.1,1012.1,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 23:05,27.5,85,27.5,87,25.2,31.8,0.0,0.7,277,1012.3,1012.3,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 23:10,27.5,85,27.5,86,25.2,31.6,0.0,0.6,265,1012.3,1012.3,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 23:15,27.4,85,27.4,87,25.2,31.4,0.0,0.8,145,1012.3,1012.3,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 23:20,27.4,85,27.4,87,25.1,31.4,0.0,0.5,135,1012.2,1012.2,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 23:25,27.5,85,27.4,87,25.1,31.4,0.5,0.6,320,1012.3,1012.3,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 23:30,27.5,85,27.5,86,25.0,31.6,0.5,0.6,179,1012.4,1012.4,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 23:35,27.6,85,27.5,86,25.0,31.6,0.0,0.8,309,1012.4,1012.4,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 23:40,27.5,85,27.5,87,25.2,31.8,0.0,0.5,231,1012.5,1012.5,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 23:45,27.5,84,27.5,87,25.2,31.8,0.0,0.6,306,1012.5,1012.5,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 23:50,27.6,85,27.6,87,25.3,32.1,0.0,0.0,333,1012.7,1012.7,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/16 23:55,27.6,84,27.6,86,25.1,31.9,0.5,0.6,233,1012.6,1012.6,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/17 0:00,27.6,84,27.6,86,25.1,31.9,0.5,0.6,262,1012.6,1012.6,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/17 0:05,27.6,85,27.6,87,25.3,32.1,0.0,0.8,284,1012.5,1012.5,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/17 0:10,27.6,85,27.6,87,25.3,32.1,0.0,0.5,290,1012.7,1012.7,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/17 0:15,27.6,85,27.6,86,25.1,31.9,0.0,0.6,267,1012.6,1012.6,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/17 0:20,27.6,84,27.6,86,25.1,31.9,0.0,0.5,269,1012.4,1012.4,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/17 0:25,27.6,84,27.6,86,25.1,31.9,0.5,0.7,260,1012.5,1012.5,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/17 0:30,27.5,84,27.6,86,25.1,31.9,0.0,0.7,241,1012.5,1012.5,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/17 0:35,27.5,85,27.6,87,25.3,32.1,0.0,0.5,328,1012.5,1012.5,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/17 0:40,27.6,85,27.6,86,25.1,31.9,0.5,0.5,280,1012.4,1012.4,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/17 0:45,27.6,85,27.6,87,25.3,32.1,0.0,0.6,275,1012.5,1012.5,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/17 0:50,27.5,84,27.6,86,25.1,31.9,0.5,0.5,282,1012.4,1012.4,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023/9/18 17:30,28.3,84,29.0,82,25.6,35.2,0.0,0.6,117,1010.5,1010.5,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0
2024/5/10 17:50,26.7,89,27.1,88,24.9,30.8,0.0,0.5,72,1010.3,1010.3,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0
2024/5/10 17:55,26.3,88,25.6,93,24.4,25.6,1.2,1.7,56,1010.1,1010.1,1.8,0,0.2,0.2,0.2,0.2,0.2,0.2
2024/5/10 18:00,26.2,88,25.3,90,23.5,25.3,5.2,6.4,86,1009.8,1009.8,2.4,0,0.6,0.6,0.6,0.6,0.6,0.6
2024/5/10 18:05,26.3,89,25.4,93,24.1,25.4,5.1,6.4,82,1009.5,1009.5,2.6,0,0.8,0.8,0.8,0.8,0.8,0.8
2024/5/10 18:10,26.3,89,25.6,95,24.5,25.6,6.9,8.1,86,1009.5,1009.5,2.6,0,1.0,1.0,1.0,1.0,1.0,1.0
2024/5/10 18:15,26.3,90,25.5,93,24.3,25.5,7.6,9.1,84,1009.5,1009.5,2.4,0,1.2,1.2,1.2,1.2,1.2,1.2
2024/5/10 18:20,26.0,90,25.4,94,24.3,25.4,6.0,7.0,80,1009.6,1009.6,2.5,0,1.5,1.5,1.5,1.5,1.5,1.5
2024/5/10 18:25,26.2,89,25.4,93,24.2,25.4,3.9,4.0,76,1009.6,1009.6,2.1,0,1.7,1.7,1.7,1.7,1.7,1.7
2024/5/10 18:30,26.4,88,25.5,93,24.4,25.5,2.9,3.2,82,1009.7,1009.7,1.7,0,1.9,1.9,1.9,1.9,1.9,1.9
2024/5/10 18:35,26.6,87,25.7,91,24.1,25.7,3.2,3.5,83,1009.7,1009.7,1.7,0,2.2,2.2,2.2,2.2,2.2,2.2
2024/5/10 18:40,26.6,87,26.1,90,24.1,26.1,3.6,4.4,92,1009.6,1009.6,1.8,0,2.4,2.4,2.4,2.4,2.4,2.4
2024/5/10 18:45,26.7,87,26.1,88,23.9,26.1,3.7,4.7,86,1009.6,1009.6,2.1,0,2.5,2.5,2.5,2.5,2.5,2.5
2024/5/10 18:50,26.6,86,26.1,90,24.3,26.1,3.5,4.1,86,1009.6,1009.6,2.4,0,2.6,2.6,2.6,2.6,2.6,2.6
2024/5/10 18:55,26.7,86,26.1,87,23.8,26.1,4.0,4.4,87,1009.6,1009.6,2.4,0,2.3,2.7,2.7,2.7,2.7,2.7
2024/5/10 19:00,26.7,86,26.2,88,23.9,26.2,4.9,5.5,83,1009.7,1009.7,2.8,0,2.2,2.8,2.8,2.8,2.8,2.8
2024/5/10 19:05,26.6,85,26.2,88,24.2,26.2,5.3,5.6,84,1009.7,1009.7,3.3,0,2.0,2.9,2.9,2.9,2.9,2.9
2024/5/10 19:10,26.5,86,26.2,86,23.9,26.2,5.8,5.8,91,1009.8,1009.8,3.2,0,1.7,2.9,2.9,2.9,2.9,2.9
2024/5/10 19:15,26.6,86,26.0,89,23.8,26.0,3.4,4.0,77,1009.8,1009.8,3.2,0,1.5,2.9,2.9,2.9,2.9,2.9
2024/5/10 19:20,26.5,86,26.0,88,23.7,26.0,2.7,3.5,85,1009.7,1009.7,2.9,0,1.3,2.9,2.9,2.9,2.9,2.9
2024/5/10 19:25,26.6,86,25.7,91,24.2,25.7,0.7,0.9,126,1009.6,1009.6,2.6,0,1.1,2.9,2.9,2.9,2.9,2.9
2024/5/10 19:30,26.7,86,25.7,92,24.1,25.7,1.3,2.2,117,1009.9,1009.9,2.2,0,0.8,2.9,2.9,2.9,2.9,2.9
2024/5/10 19:35,26.7,87,25.8,93,24.6,25.8,0.0,0.0,32,1009.9,1009.9,1.9,0,0.7,2.9,2.9,2.9,2.9,2.9
2024/5/10 19:40,26.6,86,25.8,91,24.2,25.8,1.4,1.8,88,1010.0,1010.0,1.7,0,0.4,2.9,2.9,2.9,2.9,2.9
